"OBJECTID","FIPS","FIPS_1","EDU1","EDU1_Z","EDU2","EDU2_Z","EDU3","EDU3_Z","EDU4","EDU4_Z","EDU5","EDU5_Z","EDU6","EDU5_Z1","EDU6_Z","EDU7","EDU7_Z","EDU_COMP","EDU_RANK","EE1","EE1_Z","EE2","EE2_Z","EE3","EE3_Z","EE4","EE4_Z","EE_COMP","EE_RANK","N1","N1_Z","N2","N2_Z","N3","N3_Z","N4","N4_Z","N5","N5_Z","N6","N6_Z","N_COMP","N_RANK","COMP","COMP_RANK","COMP_OPP"
1,26163500200,26163500200,48.025712,-1.06829,5.263158,0.060386,28.421053,-1.25144,54.380841,-0.103112,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.863389,1,8.079848,-0.814658,33889,-0.740516,18.434783,-0.262407,-22.841963,-0.305593,-0.530794,2,13.344316,-0.011886,85000,-0.703486,70.057034,-0.025308,32.1047,-0.897539,-4.774987,-0.029087,10.315375,-0.07373,-0.290173,2,-0.561452,2,"Low"
2,26163500700,26163500700,34.534535,-0.474997,5.225653,0.064295,17.814727,-0.399778,52.767216,-0.198161,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.669986,2,7.600281,-0.710135,30638,-0.860758,26.588465,-1.05422,-24.220764,-0.423346,-0.762115,1,21.923077,-0.751993,85800,-0.693838,56.439127,-0.658006,27.5932,-0.614055,-7.882468,-0.031042,7.185491,0.009113,-0.456637,2,-0.629579,2,"Low"
3,26163501200,26163501200,65.688073,-1.84501,26.451613,-2.14804,47.741935,-2.80287,40,-0.950203,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.632484,1,11.522048,-1.5649,27324,-0.98333,21.441774,-0.554419,-24.786437,-0.471656,-0.893576,1,30.670611,-1.50666,56800,-1.04357,51.493599,-0.887779,41.8111,-1.50745,-35.211083,-0.04823,14.087591,-0.173574,-0.86121,1,-1.12909,1,"Very Low"
4,26163503100,26163503100,24.484182,-0.033022,0,0.608952,31.531532,-1.50121,44.585987,-0.680069,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.75523,1,11.346766,-1.52669,45632,-0.306188,28.549962,-1.2447,-22.841963,-0.305593,-0.845793,1,15.426009,-0.191478,73000,-0.848205,83.88123,0.616975,25.9713,-0.512142,-8.938912,-0.031706,12.94628,-0.143365,-0.184987,2,-0.595337,2,"Low"
5,26163503400,26163503400,31.470588,-0.340257,2.134146,0.386515,32.621951,-1.58877,28.009535,-1.65649,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.982895,1,4.255319,0.018912,40859,-0.482723,29.228856,-1.31063,-22.213872,-0.251953,-0.506598,2,30.059524,-1.45394,61800,-0.983275,72.340426,0.08078,16.8733,0.059539,-45.039458,-0.054412,17.668207,-0.268346,-0.436609,2,-0.642034,2,"Low"
6,26163504200,26163504200,64.969136,-1.81339,16.176471,-1.07708,13.970588,-0.091102,32.68206,-1.38126,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.149156,1,12.571429,-1.79361,23663,-1.11874,22.222222,-0.630209,-24.577136,-0.453781,-0.999085,1,39.446367,-2.26376,69400,-0.89162,56.142857,-0.671771,48.194,-1.90852,-41.871814,-0.052419,16.142638,-0.227967,-1.002676,1,-1.050306,1,"Very Low"
7,26163504900,26163504900,39.565217,-0.696227,7.191781,-0.14063,19.178082,-0.509253,43.984134,-0.715521,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.820414,1,7.424242,-0.671766,34912,-0.702679,26.137092,-1.01039,-24.608973,-0.4565,-0.710334,1,10.142954,0.264302,73800,-0.838557,69.924242,-0.031477,29.4806,-0.732651,-15.07811,-0.035567,9.729032,-0.05821,-0.238694,2,-0.589814,2,"Low"
8,26163506100,26163506100,38.074398,-0.630667,0,0.608952,22.981366,-0.814649,42.161636,-0.822874,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.762929,1,11.889251,-1.64493,25357,-1.05608,40,-2.35663,-26.366637,-0.606608,-1.416062,1,28.852839,-1.34984,70900,-0.87353,79.478827,0.412436,28.7343,-0.685757,-19.832496,-0.038558,15.191606,-0.202795,-0.456341,2,-0.878444,1,"Very Low"
9,26163506400,26163506400,87.878788,-2.82087,28.881988,-2.40135,9.31677,0.28259,29.558205,-1.56527,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.455166,1,8.128544,-0.825271,26771,-1.00378,18.956044,-0.313027,-24.577673,-0.453827,-0.648976,1,23.994253,-0.930677,48700,-1.14126,56.332703,-0.662951,58.874,-2.57961,-26.618398,-0.042826,7.126168,0.010683,-0.891107,1,-0.998416,1,"Very Low"
10,26163507000,26163507000,70.514166,-2.05724,0,0.608952,22.807018,-0.800649,45.273312,-0.639583,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.938541,1,15.096251,-2.34391,23934,-1.10871,41.038198,-2.45745,-23.092891,-0.327023,-1.559273,1,26.943005,-1.18507,68500,-0.902474,59.675785,-0.507629,49.7812,-2.00826,-10.960403,-0.032978,11.157311,-0.096014,-0.788737,1,-1.095517,1,"Very Low"
11,26163507500,26163507500,54.230377,-1.34114,0,0.608952,18.80597,-0.479373,32.774194,-1.37583,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.895522,1,10.48218,-1.33826,22134,-1.17529,30.230769,-1.40793,-26.078417,-0.581994,-1.125868,1,25.526932,-1.0629,54200,-1.07493,49.685535,-0.971783,42.7603,-1.56709,-22.053848,-0.039955,11.579675,-0.107194,-0.803975,1,-0.941789,1,"Very Low"
12,26163510500,26163510500,86.070158,-2.74133,3.225806,0.272734,8.387097,0.357241,28.221709,-1.64399,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.062373,1,11.770524,-1.61905,17467,-1.3479,27.171109,-1.1108,-24.752841,-0.468787,-1.136634,1,36.930755,-2.04673,32500,-1.33663,49.950544,-0.959471,70.9528,-3.33859,-17.136136,-0.036862,8.275091,-0.019727,-1.289668,1,-1.162892,1,"Very Low"
13,26163511300,26163511300,67.902542,-1.94239,8.189655,-0.244636,24.137931,-0.907518,32.372654,-1.39949,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.1679,1,12.686567,-1.81871,23148,-1.13778,31.238616,-1.5058,-25.160676,-0.503617,-1.241477,1,40.044743,-2.31538,41800,-1.22447,53.358209,-0.801148,55.0602,-2.33997,-44.946107,-0.054353,23.525702,-0.423384,-1.193117,1,-1.200831,1,"Very Low"
14,26163512300,26163512300,75.708502,-2.28567,19.512195,-1.42476,0,1.030708,27.366448,-1.69437,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.150765,1,15.738162,-2.48382,14605,-1.45376,34.71223,-1.84313,-45.269666,-2.22097,-2.00042,1,22.62931,-0.812921,29400,-1.37401,24.512535,-2.14134,57.8826,-2.51731,-15.451371,-0.035802,22.936288,-0.407783,-1.214861,1,-1.455349,1,"Very Low"
15,26163513200,26163513200,41.118421,-0.764531,9.863946,-0.419143,17.006803,-0.334904,36.99187,-1.12739,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.90389,1,4.497354,-0.03384,24847,-1.07495,33.077905,-1.68441,-26.635002,-0.629527,-0.855682,1,27.097396,-1.19839,51200,-1.11111,42.460317,-1.30747,29.0398,-0.704953,-33.857583,-0.047379,13.922294,-0.169199,-0.756417,1,-0.838663,1,"Very Low"
16,26163514100,26163514100,79.643232,-2.4587,8.444444,-0.271192,26.666667,-1.11057,34.339623,-1.28362,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.257907,1,17.319964,-2.82857,17111,-1.36107,41.696535,-2.52138,-24.804536,-0.473201,-1.796055,1,39.989059,-2.31058,51100,-1.11232,58.887876,-0.544235,56.6558,-2.44023,-32.303382,-0.046401,8.551136,-0.027033,-1.080133,1,-1.378032,1,"Very Low"
17,26163515300,26163515300,48.009368,-1.06757,28.947368,-2.40816,55.263158,-3.40681,44.269142,-0.698733,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.608934,1,6.30892,-0.428677,20805,-1.22444,25.641026,-0.962212,-25.226811,-0.509265,-0.781148,1,24.891068,-1.00805,63700,-0.960361,17.113851,-2.48509,33.93,-1.01223,-3.89387,-0.028533,10.323822,-0.073953,-0.928036,1,-1.106039,1,"Very Low"
18,26163516000,26163516000,29.704142,-0.262575,25.984252,-2.09932,41.732283,-2.32031,42.818281,-0.784195,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.306809,1,10.891089,-1.42738,30139,-0.879214,51.059002,-3.43058,-25.894048,-0.566248,-1.575856,1,33.727034,-1.77034,56500,-1.04719,70.693069,0.004243,35.0535,-1.08283,-34.159078,-0.047568,25.986842,-0.488526,-0.738702,1,-1.207122,1,"Very Low"
19,26163516400,26163516400,38.306452,-0.640871,51.807229,-4.79079,0,1.030708,48.175182,-0.468651,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.221553,1,6.666667,-0.50665,33621,-0.750428,26.39821,-1.03574,-25.419408,-0.525713,-0.704633,1,35.483871,-1.92191,62100,-0.979657,43.095238,-1.27797,38.3302,-1.28872,-36.880872,-0.04928,28.543307,-0.556191,-1.012288,1,-0.979491,1,"Very Low"
20,26163516800,26163516800,89.52381,-2.89321,5.696203,0.015251,44.303797,-2.5268,40,-0.950203,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.433747,1,10.776942,-1.4025,19875,-1.25884,47.972973,-3.13089,-25.312026,-0.516542,-1.577193,1,40.17991,-2.32705,50200,-1.12317,64.912281,-0.264337,59.899,-2.64402,-43.262939,-0.053294,30.731707,-0.614114,-1.170998,1,-1.393979,1,"Very Low"
21,26163517300,26163517300,87.62215,-2.80958,24.342105,-1.92817,13.157895,-0.025844,64.72973,0.506481,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.134054,1,14.821764,-2.28408,18472,-1.31073,38.934426,-2.25315,-23.390315,-0.352424,-1.550096,1,55.021097,-3.60742,204900,0.74249,32.457786,-1.7722,53.604,-2.24846,-12.111236,-0.033701,25.352113,-0.471726,-1.231836,1,-1.305329,1,"Very Low"
22,26163518500,26163518500,55.974843,-1.41786,0,0.608952,54.225352,-3.32348,26.26832,-1.75906,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.36753,1,7.253886,-0.634636,24500,-1.08778,32.5,-1.62829,-25.312026,-0.516542,-0.966812,1,47.696477,-2.97551,33800,-1.32095,53.88601,-0.776626,44.3182,-1.66498,-41.946158,-0.052466,8.849105,-0.03492,-1.137575,1,-1.157306,1,"Very Low"
23,26163520300,26163520300,7.526882,0.712694,0,0.608952,0,1.030708,68.535826,0.730675,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.085462,3,4.403244,-0.013329,17936,-1.33056,4.804469,1.061246,-25.058906,-0.494925,-0.194392,2,36.730205,-2.02943,214100,0.853441,15.179606,-2.57496,52.2741,-2.1649,-5.277547,-0.029403,20.688208,-0.34828,-1.048922,1,-0.442925,2,"Low"
24,26163985000,26163985000,0,0,0,0,0,0,17.857143,-2.25451,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.847968,1,0,0.946375,34712,-0.710077,100,-8.18328,-8.094563,0.953868,-1.748279,1,54,-3.51933,0,0,56.521739,-0.654168,0,1.119786,-92.194065,-0.084069,59.346642,-1.3715,-0.751547,1,-1.115931,1,"Very Low"
25,26163985500,26163985500,0,0,0,0,0,0,0,0,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.525895,2,0,0,0,0,0,0,-25.95073,-0.571089,-0.142772,2,0,0,0,0,0,0,0,0,-84.285714,-0.079095,205.882353,-5.25004,-0.888189,1,-0.518952,2,"Low"
26,26163520700,26163520700,77.358491,-2.35823,15.517241,-1.00837,0,1.030708,50.547645,-0.328903,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.90658,1,1.737452,0.567691,17250,-1.35593,15.834633,-0.009904,-23.45475,-0.357927,-0.289018,2,29.427793,-1.39944,0,0,0.707851,-3.24732,43.9315,-1.64069,17.481472,-0.015089,12.827715,-0.140227,-1.073794,1,-0.756464,1,"Very Low"
27,26163520800,26163520800,29.411765,-0.249718,0,0.608952,60,-3.78717,84.654995,1.680161,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.775577,1,0,0.946375,45139,-0.324422,5.014749,1.040825,-24.256673,-0.426413,0.309091,4,20.833333,-0.657978,155800,0.150351,15.667075,-2.55231,17.2719,0.034492,24.045989,-0.01096,42.502005,-0.925653,-0.660343,1,-0.37561,2,"Low"
28,26163521100,26163521100,74.047619,-2.21263,3.174603,0.278071,0,1.030708,31.107354,-1.47402,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.865591,1,9.574468,-1.14042,16207,-1.39451,17.109635,-0.133721,-22.517986,-0.277925,-0.736644,1,32.777116,-1.68839,55000,-1.06528,53.191489,-0.808894,51.2034,-2.09762,4.350407,-0.023348,15.830875,-0.219715,-0.983874,1,-0.862036,1,"Very Low"
29,26163521300,26163521300,12.874251,0.477538,9.090909,-0.338572,0,1.030708,53.846154,-0.134607,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.378028,2,6.764706,-0.528018,33827,-0.742809,16.937355,-0.116991,-24.319425,-0.431772,-0.454897,2,25.274725,-1.04115,69400,-0.89162,84.705882,0.655289,29.3551,-0.724765,2.952312,-0.024227,33.454106,-0.686171,-0.452107,2,-0.428344,2,"Low"
30,26163523200,26163523200,64.366449,-1.78689,22.906404,-1.77853,10.837438,0.160484,26.401369,-1.75122,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.262489,1,2.732794,0.350752,33056,-0.771326,20.450607,-0.458166,-6.755971,1.068187,0.047362,3,30.56922,-1.49791,64900,-0.945889,56.174089,-0.67032,46.9265,-1.82888,-17.844785,-0.037308,10.967905,-0.091001,-0.845218,1,-0.686782,1,"Very Low"
31,26163523400,26163523400,58.189655,-1.51526,0,0.608952,25.490196,-1.0161,16.484185,-2.33538,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.13415,1,20.406091,-3.50121,16422,-1.38655,31.573987,-1.53837,-25.049777,-0.494146,-1.730069,1,17.157275,-0.340837,63600,-0.961567,27.715736,-1.99252,38.2075,-1.28101,-5.845996,-0.029761,14.299095,-0.179172,-0.797478,1,-1.220566,1,"Very Low"
32,26163524500,26163524500,54.80315,-1.36633,64.788732,-6.14382,16.901408,-0.326441,28.426396,-1.63194,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.878542,1,10.930233,-1.43591,28298,-0.947306,16.910569,-0.114389,-16.001442,0.278603,-0.554751,2,15.686275,-0.213931,61100,-0.991717,40,-1.42178,40.4624,-1.4227,-22.290139,-0.040103,24.061433,-0.437564,-0.754633,1,-1.062642,1,"Very Low"
33,26163525400,26163525400,40.409207,-0.733342,20.192308,-1.49564,11.538462,0.104193,26.284751,-1.75809,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.080592,1,9.027778,-1.02126,11705,-1.56102,28.897338,-1.27844,-9.58175,0.826859,-0.758465,1,37.931034,-2.13303,48000,-1.1497,43.75,-1.24755,41.5313,-1.48987,-24.303039,-0.041369,18.410418,-0.287991,-1.058252,1,-0.96577,1,"Very Low"
34,26163525800,26163525800,82.315789,-2.57623,9.722222,-0.404372,1.388889,0.919183,15.963855,-2.36603,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.158388,1,3.61991,0.157402,21667,-1.19256,24.217687,-0.82399,-21.319525,-0.175574,-0.50868,2,42.522757,-2.52917,48200,-1.14729,45.927602,-1.14638,57.1429,-2.47083,-15.975132,-0.036132,10.619469,-0.081779,-1.235263,1,-0.967444,1,"Very Low"
35,26163526300,26163526300,42.502005,-0.825376,17.684887,-1.2343,10.289389,0.204491,13.536047,-2.50904,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.149356,1,11.172669,-1.48875,26589,-1.01052,27.498002,-1.14254,-21.13959,-0.160207,-0.950504,1,30.353698,-1.47932,50000,-1.12558,47.830102,-1.05799,43.8554,-1.6359,-24.683562,-0.041609,10.816901,-0.087004,-0.904567,1,-1.001476,1,"Very Low"
36,26163530200,26163530200,36.057692,-0.54198,0,0.608952,6.153846,0.536566,52.393822,-0.220155,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.471126,2,9.610215,-1.14821,26514,-1.01329,20.599667,-0.472641,-21.687988,-0.207041,-0.710296,1,19.436925,-0.537507,85000,-0.703486,47.715054,-1.06333,30.5008,-0.796756,-19.066969,-0.038076,8.396615,-0.022944,-0.527016,2,-0.569479,2,"Low"
37,26163530900,26163530900,59.319287,-1.56493,4.878049,0.100525,7.317073,0.443162,31.675676,-1.44054,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.877578,1,13.663535,-2.03164,14782,-1.44721,35.643564,-1.93357,-24.745995,-0.468202,-1.470155,1,44.790193,-2.72478,49800,-1.12799,31.853117,-1.80029,46.4136,-1.79665,-42.467543,-0.052794,16.201423,-0.229523,-1.288671,1,-1.212135,1,"Very Low"
38,26163531300,26163531300,19.565217,0.183295,6.024096,-0.018925,34.337349,-1.72651,52.564103,-0.210125,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.779076,1,11.428571,-1.54452,23144,-1.13793,36.429872,-2.00993,-23.799719,-0.387388,-1.269942,1,38.668224,-2.19663,58600,-1.02187,35.047619,-1.65187,32.3276,-0.911545,-22.375478,-0.040157,23.647059,-0.426596,-1.041445,1,-1.030154,1,"Very Low"
39,26163531700,26163531700,73.826458,-2.2029,18.881119,-1.35898,45.454545,-2.6192,37.395659,-1.10361,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.566565,1,19.078947,-3.21195,18093,-1.32475,33.333333,-1.70922,-22.715703,-0.29481,-1.635183,1,37.190083,-2.06911,51800,-1.10387,38.815789,-1.4768,53.4434,-2.23837,-25.881103,-0.042362,14.905878,-0.195232,-1.187624,1,-1.463124,1,"Very Low"
40,26163532400,26163532400,32.931727,-0.404512,0,0.608952,0,1.030708,43.813016,-0.725601,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.453102,2,12.142857,-1.70021,14583,-1.45457,34.855403,-1.85703,-20.73444,-0.125606,-1.284354,1,32.104753,-1.63039,33100,-1.32939,25.571429,-2.09214,39.5553,-1.3657,-29.994307,-0.044949,18.315192,-0.285471,-1.124673,1,-0.954043,1,"Very Low"
41,26163533100,26163533100,74.038462,-2.21223,12.734082,-0.718291,7.116105,0.459299,54.631083,-0.088372,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.891551,1,7.09988,-0.60107,19847,-1.25988,37.59058,-2.12264,-22.458535,-0.272848,-1.064109,1,32.163265,-1.63543,76000,-0.812025,25.872443,-2.07816,53.6013,-2.2483,-29.247958,-0.044479,20.326531,-0.338707,-1.19285,1,-1.049504,1,"Very Low"
42,26163533500,26163533500,86.774194,-2.77229,29.032258,-2.41701,41.935484,-2.33663,34.137056,-1.29555,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.786106,1,2.376238,0.428465,30048,-0.88258,37.190083,-2.08375,-7.778215,0.980885,-0.389245,2,41.954023,-2.4801,63000,-0.968803,40.990099,-1.37578,44.0887,-1.65056,-32.124625,-0.046289,24.220305,-0.441769,-1.16055,1,-1.111967,1,"Very Low"
43,26163534100,26163534100,43.604651,-0.873866,52.380952,-4.85059,0,1.030708,42.011019,-0.831746,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.315251,1,5.847255,-0.328056,22404,-1.1653,31.445087,-1.52585,-11.15587,0.692425,-0.581695,2,40.860974,-2.3858,81200,-0.749314,22.195704,-2.24898,39.7082,-1.37531,-27.511848,-0.043388,19.720157,-0.322658,-1.187575,1,-1.028174,1,"Very Low"
44,26163534600,26163534600,51.497006,-1.22094,33.830846,-2.91716,37.313433,-1.96548,32.221434,-1.40839,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.599033,1,17.036173,-2.76672,20721,-1.22755,24.320458,-0.833971,-20.347391,-0.092551,-1.230198,1,29.81163,-1.43255,45200,-1.18347,57.64294,-0.602076,43.5749,-1.61828,-36.312804,-0.048923,16.612073,-0.240392,-0.854282,1,-1.227838,1,"Very Low"
45,26163535400,26163535400,76.748582,-2.33141,11.111111,-0.549132,32.098765,-1.54676,43.515038,-0.743153,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.264531,1,12.258953,-1.72551,21667,-1.19256,30.529595,-1.43695,-22.19628,-0.25045,-1.151368,1,4.095112,0.786061,72500,-0.854234,51.652893,-0.880378,43.1282,-1.59021,-27.786451,-0.04356,22.104707,-0.385773,-0.494682,2,-0.970194,1,"Very Low"
46,26163535700,26163535700,33.585859,-0.433278,24.675325,-1.9629,13.419913,-0.046884,49.600912,-0.384669,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.929856,1,11.401869,-1.5387,30265,-0.874554,31.188119,-1.5009,-19.623296,-0.030712,-0.986216,1,28.761651,-1.34197,81400,-0.746902,42.429907,-1.30889,32.4198,-0.917338,-24.706967,-0.041624,16.527943,-0.238165,-0.765815,1,-0.893963,1,"Very Low"
47,26163536400,26163536400,48.731884,-1.09934,10.322581,-0.466946,10.322581,0.201826,27.199622,-1.7042,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.964275,1,10.912343,-1.43201,23148,-1.13778,30.769231,-1.46022,-22.878347,-0.308701,-1.084678,1,26.832461,-1.17553,53600,-1.08217,61.270125,-0.433554,38.9754,-1.32926,-32.565124,-0.046566,11.522288,-0.105675,-0.695459,1,-0.914804,1,"Very Low"
48,26163536800,26163536800,35.608309,-0.522218,0,0.608952,0,1.030708,35.56797,-1.21127,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.539299,2,4.703833,-0.078843,26754,-1.00441,17.713366,-0.19235,-24.901018,-0.481441,-0.439261,2,32.1513,-1.6344,65800,-0.935035,78.222997,0.354089,23.5218,-0.358225,-27.904024,-0.043634,26.127105,-0.492238,-0.518241,2,-0.498933,2,"Low"
49,26163537500,26163537500,57.766367,-1.49664,23.75,-1.86645,5.416667,0.59576,46.289569,-0.579721,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.004045,1,5.87103,-0.333238,29740,-0.893972,18.701095,-0.288269,-38.43097,-1.63693,-0.788102,1,23.264402,-0.867711,85100,-0.70228,62.848893,-0.360204,32.7581,-0.938596,-23.273753,-0.040722,11.704312,-0.110492,-0.503334,2,-0.76516,1,"Very Low"
50,26163538100,26163538100,16.393443,0.322777,0.869565,0.518319,13.913043,-0.086481,72.617681,0.971114,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.279362,2,4.651163,-0.067363,55813,0.070369,26.442308,-1.04003,-27.051029,-0.665057,-0.42552,2,12.753623,0.039074,131500,-0.142703,85.160576,0.676415,16.1372,0.105792,-14.061167,-0.034928,13.348214,-0.154004,0.081608,3,-0.207758,2,"Low"
51,26163539100,26163539100,19.672131,0.178593,48.031496,-4.39725,22.047244,-0.739641,49.45424,-0.393309,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.29041,1,7.620529,-0.714548,30576,-0.863051,20.423601,-0.455543,-31.684431,-1.06076,-0.773476,1,26.261468,-1.12627,59000,-1.01704,83.514774,0.599949,18.5462,-0.045579,-18.413438,-0.037665,20.867869,-0.353036,-0.32994,2,-0.797942,1,"Very Low"
52,26163539600,26163539600,27.259036,-0.155049,0,0.608952,14.746544,-0.153409,50.807508,-0.313596,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.527767,2,8.092486,-0.817412,42174,-0.434086,30.87159,-1.47016,-32.044939,-1.091548,-0.953302,1,12.182741,0.088325,87300,-0.675749,76.465731,0.272445,21.0575,-0.203379,-4.975218,-0.029213,9.461664,-0.051133,-0.099784,2,-0.526951,2,"Low"
53,26163540400,26163540400,11.179173,0.552081,11.71875,-0.612465,0,1.030708,59.085714,0.174025,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.362416,2,7.461328,-0.679849,29186,-0.914462,25.915751,-0.988891,-29.420078,-0.867379,-0.862645,1,16.362253,-0.272249,95600,-0.575652,53.321201,-0.802868,19.469,-0.103564,-24.665356,-0.041597,13.646752,-0.161905,-0.326306,2,-0.517123,2,"Low"
54,26163540900,26163540900,23.541888,0.008417,2.025316,0.397858,14.936709,-0.168679,54.832499,-0.076507,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.502882,2,4.466313,-0.027075,41973,-0.44152,19.614512,-0.376972,-18.905322,0.030605,-0.20374,2,12.920237,0.0247,91600,-0.623891,82.891749,0.571003,19.1735,-0.084996,-14.731706,-0.03535,7.542329,-0.000332,-0.024811,2,-0.243811,2,"Low"
55,26163541200,26163541200,65.418719,-1.83316,0,0.608952,31.25,-1.4786,42.108939,-0.825978,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.030007,1,8.664628,-0.942113,18739,-1.30086,32.111001,-1.59052,-17.050165,0.189039,-0.911113,1,29.220779,-1.38158,65200,-0.942271,32.212029,-1.78362,50.281,-2.03966,-27.711471,-0.043513,19.282684,-0.311079,-1.083621,1,-1.008247,1,"Very Low"
56,26163541700,26163541700,42.475728,-0.82422,0,0.608952,0,1.030708,52.631579,-0.206151,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.438854,2,6.378378,-0.443816,19230,-1.2827,29.28475,-1.31606,-17.697829,0.133727,-0.727212,1,26.87747,-1.17942,88600,-0.660071,24.216216,-2.15511,35.4134,-1.10544,-11.429098,-0.033272,15.169367,-0.202206,-0.889253,1,-0.685106,1,"Very Low"
57,26163542400,26163542400,21.973094,0.077406,0,0.608952,0,1.030708,53.258955,-0.169196,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.304771,2,9.905163,-1.21249,31580,-0.825917,23.730298,-0.77666,-26.968133,-0.657978,-0.868261,1,23.157895,-0.858523,82800,-0.730018,64.067439,-0.303589,12.6543,0.324643,-21.887368,-0.03985,18.410644,-0.287997,-0.315889,2,-0.496307,2,"Low"
58,26163542800,26163542800,14.16804,0.420642,0,0.608952,28.169014,-1.23121,59.138597,0.17714,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.529391,2,1.941748,0.523164,47049,-0.253778,9.69023,0.586785,-25.41079,-0.524977,0.082798,3,6.78733,0.553798,90500,-0.637157,88.058252,0.811043,11.203,0.415837,-13.315407,-0.034459,16.409124,-0.235021,0.145673,3,-0.100307,2,"Low"
