"OBJECTID","FIPS","FIPS_1","EDU1","EDU1_Z","EDU2","EDU2_Z","EDU3","EDU3_Z","EDU4","EDU4_Z","EDU5","EDU5_Z","EDU6","EDU5_Z1","EDU6_Z","EDU7","EDU7_Z","EDU_COMP","EDU_RANK","EE1","EE1_Z","EE2","EE2_Z","EE3","EE3_Z","EE4","EE4_Z","EE_COMP","EE_RANK","N1","N1_Z","N2","N2_Z","N3","N3_Z","N4","N4_Z","N5","N5_Z","N6","N6_Z","N_COMP","N_RANK","COMP","COMP_RANK","COMP_OPP"
757,26125190200,,0,1.043697,0,0.608952,16.425121,-0.288196,77.523984,1.260115,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.048916,5,3.150315,0.259752,115987,2.295975,9.170052,0.6373,-23.032737,-0.321886,0.717785,5,0.892061,1.062395,327400,2.219822,93.969397,1.085679,2.774275,0.945462,20.62955,-0.013109,3.691604,0.10159,0.900307,5,0.889002,5,"Very High"
758,26125190400,,5.483029,0.802575,0,0.608952,20.634921,-0.626234,61.131899,0.294553,84.456046,1.310201,58.996395,1.310201,1.151527,19.637071,1.204808,0.678055,4,6.736658,-0.521905,81063,1.00427,11.243719,0.435924,88.418129,9.19627,2.52864,5,6.769984,0.555295,236300,1.12117,92.213473,1.004098,5.98345,0.743811,-4.324361,-0.028804,4.212933,0.087791,0.58056,5,1.262418,5,"Very High"
759,26125190700,,0.57508,1.018408,3.394256,0.255177,7.310705,0.443673,89.017735,1.937145,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.196035,5,0,0.946375,130788,2.843407,7.034142,0.84472,-23.502824,-0.362032,1.068117,5,2.774019,0.900035,322000,2.154699,94.224078,1.097512,0.949367,1.060132,64.967786,0.014777,1.442308,0.161125,0.898047,5,1.054066,5,"Very High"
760,26125190800,,0,1.043697,0,0.608952,0,1.030708,88.888889,1.929555,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.332965,5,0,0.946375,111667,2.136195,4.239213,1.116138,-17.750293,0.129247,1.081989,5,4.195271,0.77742,376900,2.816785,86.863057,0.755513,0,1.119786,50.403904,0.005617,0,0,0.91252,5,1.109158,5,"Very High"
761,26125191100,,8.641975,0.663657,0,0.608952,0,1.030708,76.906928,1.223768,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.177846,5,1.170732,0.691209,45417,-0.31414,5.407524,1.002682,-36.158435,-1.44285,-0.015775,3,19.921875,-0.579345,229400,1.037957,40.878049,-1.38099,12.0095,0.365159,2.872991,-0.024277,1.628223,0.156204,-0.070882,2,0.36373,4,"High"
762,26125191200,,9.611231,0.621033,40,-3.56015,40,-2.18121,80.395137,1.429238,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.146679,3,1.311624,0.660501,73675,0.731016,9.881725,0.568188,-30.029248,-0.919404,0.260076,4,5.754476,0.642905,222800,0.958361,68.068747,-0.117685,5.931095,0.747101,18.883219,-0.014208,0.938547,0.174458,0.398489,4,0.268414,4,"High"
763,26125191300,,4.266874,0.856057,0,0.608952,0,1.030708,90.826772,2.043705,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.322466,5,0.703235,0.793102,136176,3.042689,5.305652,1.012575,-44.69578,-2.171959,0.669102,5,4.435484,0.756697,341800,2.393484,96.272855,1.1927,3.408521,0.905609,59.989081,0.011646,1.15123,0.168829,0.904827,5,0.965465,5,"Very High"
764,26125192000,,5.400844,0.806189,0,0.608952,22.413793,-0.769074,79.541355,1.378947,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.963265,5,1.226994,0.678947,72675,0.69403,6.782802,0.869128,-24.012575,-0.405566,0.459135,4,5.819232,0.637318,211300,0.819673,71.603856,0.046559,6.334257,0.721768,20.929612,-0.012921,0.291424,0.191587,0.400664,4,0.607688,5,"Very High"
765,26125192400,,0,1.043697,0,0.608952,0,1.030708,77.6,1.264593,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.23797,5,1.091703,0.708434,98083,1.633775,7.393484,0.809824,-31.103428,-1.011141,0.535223,4,7.381193,0.502564,262500,1.437138,88.810044,0.845972,2.731315,0.948162,-3.096247,-0.028032,0.182445,0.194471,0.650046,5,0.807746,5,"Very High"
766,26125192500,,1.627907,0.972108,5.660377,0.018984,4.150943,0.697395,92.973231,2.17014,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.22521,5,0,0.946375,152237,3.636724,8.623745,0.690352,-21.604714,-0.199929,1.26838,5,0,1.139355,342600,2.403132,98.377863,1.2905,2.243995,0.978783,-13.111563,-0.034331,0.242792,0.192874,0.995052,5,1.162881,5,"Very High"
767,26125192800,,22.077922,0.072796,0,0.608952,5.452292,0.5929,80.978261,1.463587,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.065154,5,0,0.946375,63472,0.353646,8.55615,0.696916,-31.550079,-1.049286,0.236913,3,3.571429,0.83124,0,0,0,-3.28021,10.6383,0.45132,18.186471,-0.014646,7.465091,0.001712,-0.335097,2,0.322323,4,"High"
768,26125193000,,1.675978,0.969994,0,0.608952,0,1.030708,77.887931,1.281553,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.229864,5,0.984413,0.731818,85982,1.186205,7.073588,0.840889,-31.775692,-1.068554,0.42259,4,3.023071,0.878548,212800,0.837763,88.187039,0.817026,3.756437,0.883747,-6.710334,-0.030305,0.25974,0.192425,0.596534,5,0.749663,5,"Very High"
769,26125193100,,2.35732,0.940032,0,0.608952,3.508772,0.74896,83.242401,1.596954,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.230391,5,2.293578,0.446481,87798,1.253372,6.484817,0.898065,-29.881377,-0.906775,0.422786,4,2.492013,0.924364,235500,1.111522,72.083879,0.068861,2.534819,0.960509,-7.527689,-0.030819,0.1693,0.194819,0.538209,5,0.730462,5,"Very High"
770,26125193400,,7.453936,0.715902,3.383459,0.256302,15.789474,-0.237155,81.740741,1.5085,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.994484,5,0.514706,0.834193,116081,2.299452,9.178947,0.636436,-30.026768,-0.919192,0.712722,5,4.157858,0.780648,247800,1.259858,96.838235,1.218968,6.148713,0.733427,12.804613,-0.018031,0.122309,0.196063,0.695155,5,0.800787,5,"Very High"
771,26125193500,,44.032445,-0.892678,0,0.608952,18.831169,-0.481396,64.62073,0.50006,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.636111,4,3.988868,0.076986,39476,-0.533874,9.491268,0.606106,-50.355755,-2.655333,-0.626529,1,7.626392,0.481411,19300,-1.49582,74.953618,0.202191,25.982,-0.512814,23.236008,-0.01147,0.273438,0.192063,-0.19074,2,-0.060386,2,"Low"
772,26125193600,,19.135802,0.202179,0,0.608952,6.060606,0.544053,65.640704,0.560141,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.947595,5,4.054054,0.062779,64167,0.379351,10.37037,0.520736,-39.905914,-1.762893,-0.200007,2,5.778648,0.640819,180100,0.443406,88.877339,0.849098,11.0255,0.42699,14.351503,-0.017058,0.323363,0.190741,0.422333,4,0.389974,4,"High"
773,26125193700,,6.330472,0.765308,0,0.608952,11.210762,0.130507,73.498826,1.023017,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.035089,5,0.887574,0.752925,72262,0.678754,10.768581,0.482065,-35.804285,-1.412605,0.125285,3,7.95207,0.453314,201200,0.697869,61.12426,-0.440331,8.661049,0.575562,15.962403,-0.016045,0.233318,0.193124,0.243916,3,0.468096,4,"High"
774,26125194100,,1.12835,0.994077,0,0.608952,0,1.030708,78.104738,1.294324,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.235129,5,1.182894,0.688559,85959,1.185354,4.720745,1.069376,-22.207681,-0.251424,0.672966,5,4.766031,0.72818,215300,0.867913,93.084622,1.044572,1.719395,1.011747,0.346441,-0.025866,0.168237,0.194847,0.636899,5,0.848331,5,"Very High"
775,26125194200,,0,1.043697,0,0.608952,26.086957,-1.06402,83.740912,1.626318,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,0.990398,5,0,0.946375,78375,0.904851,10.156971,0.541459,-30.637692,-0.971366,0.35533,4,1.969873,0.96941,188000,0.538679,93.971631,1.085783,0.482574,1.089463,4.24797,-0.023412,0.45584,0.187235,0.641193,5,0.662307,5,"Very High"
776,26125194300,,10.691824,0.573512,0,0.608952,0,1.030708,87.273414,1.834397,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.252201,5,1.68185,0.579809,102917,1.812566,7.149853,0.833483,-31.983541,-1.086305,0.534888,4,6.241787,0.600863,326500,2.208968,70.91801,0.014694,6.861925,0.688612,14.976357,-0.016665,0.219238,0.193497,0.614995,5,0.800695,5,"Very High"
777,26125194500,,0,1.043697,0,0.608952,0,1.030708,42.077088,-0.827854,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.595446,4,0,0.946375,33722,-0.746693,1.351351,1.396581,-23.273851,-0.342478,0.313446,4,6.965944,0.538389,60600,-0.997747,88.352745,0.824725,9.915014,0.496768,-19.636139,-0.038434,0.579151,0.183971,0.167945,3,0.358946,4,"High"
778,26125194600,,7.710558,0.704617,8.219178,-0.247713,4.794521,0.645718,74.321267,1.071462,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.640958,4,1.700458,0.575754,68259,0.530699,11.1506,0.444967,-23.287419,-0.343636,0.301946,4,3.227848,0.860882,184400,0.495263,82.406802,0.548472,6.532004,0.709342,6.152919,-0.022214,0.267315,0.192225,0.463995,4,0.468966,4,"High"
779,26125196100,,4.965517,0.825333,10.344828,-0.469264,15.047022,-0.177537,78.18321,1.298946,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,0.939399,5,1.694915,0.576962,82636,1.062449,9.58023,0.597467,-21.935678,-0.228194,0.502171,4,5.750799,0.643222,234200,1.095844,81.88862,0.524397,4.806524,0.817764,2.927926,-0.024243,0.360021,0.189771,0.541126,5,0.660898,5,"Very High"
780,26125196200,,4.325438,0.853481,0,0.608952,0,1.030708,75.314861,1.129989,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.24592,5,0,0.946375,83906,1.109421,8.05169,0.745905,-22.700949,-0.29355,0.627038,5,1.90409,0.975085,233700,1.089814,94.392523,1.105338,4.088844,0.86286,8.260869,-0.020889,3.045822,0.118682,0.688482,5,0.853813,5,"Very High"
781,26125196400,,0,1.043697,1.030928,0.501501,6.185567,0.534019,83.370787,1.604516,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.856622,5,1.918819,0.528161,132470,2.905618,4.222451,1.117766,-24.310147,-0.430979,1.030141,5,6.551724,0.574124,339900,2.37057,96.162362,1.187566,1.937787,0.998024,-3.936927,-0.02856,2.180304,0.141591,0.873886,5,0.920216,5,"Very High"
782,26125196500,,1.048689,0.99758,5.54371,0.031144,16.41791,-0.287617,84.854212,1.691896,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.075902,5,0.57971,0.820025,94477,1.500402,9.885796,0.567793,-23.098383,-0.327492,0.640182,5,0,1.139355,265500,1.473317,93.429952,1.060616,2.361034,0.971429,-8.145637,-0.031207,0.334154,0.190456,0.800661,5,0.838915,5,"Very High"
783,26125196600,,1.467505,0.979162,20,-1.4756,0,1.030708,83.704647,1.624182,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.036681,5,1.838235,0.545725,148600,3.502205,5.580159,0.985918,-24.262542,-0.426914,1.151733,5,1.923077,0.973447,347500,2.462225,92.401961,1.012855,1.401447,1.031725,-3.632997,-0.028369,0.489542,0.186343,0.939704,5,1.042706,5,"Very High"
784,26125135000,,22.727273,0.04424,17.346939,-1.19908,17.346939,-0.362216,44.133192,-0.706741,74.734015,0.7328,53.11288,0.7328,0.855415,25.809989,0.957393,0.045973,3,11.582213,-1.57801,47356,-0.242423,18.75,-0.293018,-5.117508,1.208115,-0.226334,2,8.945386,0.367618,28100,-1.38969,96.897622,1.221727,15.8895,0.121356,342.559751,0.189368,0,0,0.085063,3,-0.031766,3,"Moderate"
785,26125135100,,4.009434,0.867378,3.055556,0.290479,6.944444,0.473083,76.57385,1.204148,74.734015,0.7328,53.11288,0.7328,0.855415,25.809989,0.957393,0.768671,5,0,0.946375,102952,1.81386,12.638992,0.300428,-9.478576,0.83567,0.974083,5,3.320631,0.852877,256800,1.368397,98.93018,1.316161,3.665131,0.889485,-15.197205,-0.035642,0,0,0.73188,5,0.824878,5,"Very High"
786,26125135200,,2.262443,0.944204,0,0.608952,46.218487,-2.68054,75.099038,1.117276,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.505809,4,0.742804,0.784478,86328,1.199002,12.022901,0.360257,-3.587157,1.338811,0.920637,5,6.5915,0.570693,165700,0.269744,90.250696,0.912906,2.770296,0.945712,76.515244,0.02204,0,0,0.453516,4,0.626654,5,"Very High"
787,26125136000,,9.966216,0.605422,0,0.608952,0,1.030708,78.323011,1.307181,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,1.014719,5,0,0.946375,57993,0.150999,1.518603,1.380339,-11.248793,0.68449,0.790551,5,14.662577,-0.125615,186700,0.523001,55.787203,-0.688295,7.594937,0.642552,88.428181,0.029533,8.775277,-0.032966,0.058035,3,0.621101,5,"Very High"
788,26125136101,,6.368159,0.76365,0,0.608952,8.641975,0.336775,77.907777,1.282722,85.257143,1.357779,75.068027,1.357779,1.960398,9.520757,1.610276,1.131507,5,0.600437,0.815507,80403,0.979859,10.30445,0.527137,-8.304244,0.935961,0.814616,5,5.371901,0.67591,255900,1.357543,72.598253,0.092759,5.333333,0.784662,-13.732681,-0.034721,2.226833,0.14036,0.502752,5,0.816292,5,"Very High"
789,26125136102,,37.86295,-0.621368,0,0.608952,0,1.030708,70.928753,0.871629,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.777241,5,2.899718,0.31437,48235,-0.209912,11.088642,0.450984,-8.304244,0.935961,0.372851,4,1.546392,1.005944,336000,2.323537,8.779702,-2.8723,19.4589,-0.10293,320.90346,0.175747,0,0,0.088333,3,0.412808,4,"High"
790,26125136500,,7.530364,0.712541,0.473934,0.559555,8.056872,0.383757,79.66805,1.38641,85.257143,1.357779,75.068027,1.357779,1.960398,9.520757,1.610276,1.138674,5,1.326017,0.657364,64827,0.403762,9.278351,0.626783,-10.212588,0.772984,0.615223,5,9.962948,0.279831,152800,0.114172,74.988569,0.203815,4.929301,0.810049,-3.133567,-0.028055,0.360216,0.189766,0.261596,4,0.671831,5,"Very High"
791,26125136600,,3.641591,0.883554,0,0.608952,3.239741,0.770563,80.771456,1.451405,85.257143,1.357779,75.068027,1.357779,1.960398,9.520757,1.610276,1.234704,5,0,0.946375,84135,1.117891,4.345827,1.105785,-17.608448,0.141361,0.827853,5,8.076806,0.442553,214800,0.861883,65.086207,-0.256256,4.184818,0.85683,22.193013,-0.012126,1.752258,0.152921,0.340967,4,0.801175,5,"Very High"
792,26125136700,,3.462158,0.891445,0,0.608952,5.30504,0.604724,81.69239,1.505652,85.257143,1.357779,75.068027,1.357779,1.960398,9.520757,1.610276,1.219889,5,0,0.946375,83447,1.092445,6.466877,0.899808,-17.418541,0.157579,0.774052,5,9.215845,0.344285,244100,1.215236,74.666073,0.188832,3.366337,0.90826,-6.190472,-0.029978,0.344545,0.190181,0.469469,5,0.821137,5,"Very High"
793,26125136800,,6.270627,0.76794,7.377049,-0.15994,10.655738,0.175074,73.692705,1.034437,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.766897,5,1.434933,0.633626,57318,0.126033,5.855856,0.959144,-13.461988,0.495478,0.55357,5,4.308712,0.767633,172700,0.354163,72.538347,0.089976,4.332983,0.84752,19.538766,-0.013795,2.5,0.133129,0.363104,4,0.561191,5,"Very High"
794,26125137400,,0,1.043697,0,0.608952,9.499136,0.267947,89.906791,1.989514,89.671429,1.619948,60.285955,1.619948,1.216429,5.947595,1.753491,1.214283,5,0.963597,0.736355,159868,3.918966,5.90796,0.954084,-13.501777,0.49208,1.525371,5,0,1.139355,427700,3.429425,97.537473,1.251455,0,1.119786,20.599397,-0.013128,0.628627,0.182661,1.184926,5,1.308193,5,"Very High"
795,26125137700,,5.852417,0.786331,15.454545,-1.00184,10,0.227728,73.931324,1.048493,89.671429,1.619948,60.285955,1.619948,1.216429,5.947595,1.753491,0.807226,5,3.221957,0.244137,70806,0.624903,7.303974,0.818516,-15.302039,0.338333,0.506472,4,8.214677,0.430658,272100,1.552912,58.591885,-0.557987,6.680265,0.700026,-3.524178,-0.028301,3.975155,0.094085,0.365232,4,0.559643,5,"Very High"
796,26125137800,,0,1.043697,0,0.608952,0,1.030708,81.572052,1.498563,89.671429,1.619948,60.285955,1.619948,1.216429,5.947595,1.753491,1.253113,5,1.910828,0.529903,115556,2.280034,6.612466,0.885669,-17.236238,0.173148,0.967189,5,8.588064,0.398445,249000,1.27433,85.350318,0.68523,0.799754,1.069533,-3.413042,-0.028231,0.862069,0.176483,0.595965,5,0.938755,5,"Very High"
797,26125138100,,0.918197,1.003319,0,0.608952,6.369427,0.519256,67.834646,0.689373,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,1.000595,5,1.904037,0.531383,85152,1.155506,8.860759,0.667335,-12.515233,0.576333,0.732639,5,4.090577,0.786452,277200,1.614418,94.744859,1.121708,1.344495,1.035304,26.923418,-0.009151,0.983043,0.173281,0.787002,5,0.840079,5,"Very High"
798,26125138301,,24.637681,-0.039772,5.238095,0.062998,24.761905,-0.957622,60.066954,0.231824,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,0.497242,4,5.012325,-0.14608,61696,0.287958,7.789358,0.77138,-15.952364,0.282794,0.299013,4,5.877804,0.632265,201300,0.699075,82.990961,0.575613,11.7359,0.382351,49.723325,0.005189,0,0,0.382415,4,0.39289,4,"High"
799,26125138302,,0,1.043697,0,0.608952,10.9375,0.152449,73.117547,1.000558,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,0.998418,5,0,0.946375,80595,0.98696,9.704091,0.585439,-14.662138,0.392982,0.727939,5,7.769704,0.469047,224200,0.975245,78.424242,0.363439,1.366431,1.033925,30.924875,-0.006634,0.293725,0.191526,0.504425,5,0.743594,5,"Very High"
800,26125139200,,7.188295,0.727584,0,0.608952,10.703364,0.17125,67.134093,0.648108,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,0.905594,5,2.816901,0.332421,46625,-0.26946,9.088146,0.645254,-14.871709,0.375084,0.270825,4,9.931931,0.282507,137200,-0.073962,76.983854,0.296518,5.232015,0.791028,9.075211,-0.020376,1.189655,0.167812,0.240588,3,0.472336,4,"High"
801,26125139400,,3.365696,0.895687,0,0.608952,8,0.388324,76.265215,1.185969,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,1.037457,5,1.115449,0.703258,73272,0.71611,7.12381,0.836012,-13.200946,0.517771,0.693288,5,7.862282,0.46106,179700,0.438582,83.156721,0.583314,5.5,0.774189,20.370689,-0.013272,1.361958,0.163251,0.401187,4,0.710644,5,"Very High"
802,26125140100,,0,1.043697,0,0.608952,42.307692,-2.36651,61.488251,0.315544,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.54783,2,4.30839,0.007345,62865,0.331195,7.020548,0.84604,-32.843463,-1.159744,0.006209,3,20.825853,-0.657333,139100,-0.051048,76.643991,0.280727,1.720648,1.011668,-6.942784,-0.030451,7.890365,-0.009544,0.09067,3,-0.150317,2,"Low"
803,26125140302,,0,1.043697,6.880734,-0.10821,10.091743,0.220361,82.016232,1.524727,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.107988,3,0,0.946375,67300,0.495229,7.469512,0.802441,-23.491777,-0.361089,0.470739,4,11.864407,0.115789,250500,1.292419,39.56044,-1.4422,9.382077,0.530256,-39.777062,-0.051102,0.793209,0.178305,0.103911,3,0.155554,3,"Moderate"
804,26125140500,,8.560311,0.667248,9.482759,-0.379413,0,1.030708,67.150497,0.649074,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.209839,2,2.93501,0.306678,50256,-0.135163,14.150129,0.15368,-23.646819,-0.37433,-0.012284,3,19.425676,-0.536537,125000,-0.221092,52.201258,-0.854901,13.9609,0.242542,57.390623,0.010012,4.220779,0.087583,-0.212066,2,-0.14473,2,"Low"
805,26125140700,,38.747885,-0.660284,0,0.608952,28.90625,-1.2904,72.872644,0.986132,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.279574,4,0.356824,0.868604,54604,0.025652,11.654755,0.396008,-25.462829,-0.529421,0.190211,3,6.427379,0.584852,79800,-0.766198,62.80107,-0.362425,17.4537,0.023069,5.583602,-0.022572,7.225914,0.008043,-0.089205,2,0.12686,3,"Moderate"
806,26125140800,,0,1.043697,0,0.608952,14.545455,-0.137262,72.62124,0.971323,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.685619,4,1.694915,0.576962,56466,0.094521,7.98274,0.752601,-29.634788,-0.885716,0.134592,3,8.610478,0.396512,154900,0.139497,55.982054,-0.679242,4.368208,0.845306,-3.050816,-0.028003,3.305439,0.111811,0.13098,3,0.317064,4,"High"
807,26125140900,,35.691574,-0.525879,29.646018,-2.48098,7.743363,0.408932,37.337192,-1.10705,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-1.02021,1,3.40197,0.204903,41932,-0.443036,20.785498,-0.490687,-23.610314,-0.371212,-0.275008,2,15.888554,-0.231382,83500,-0.721576,61.145927,-0.439325,24.2673,-0.405069,51.458804,0.006281,16.395263,-0.234654,-0.337621,2,-0.54428,2,"Low"
808,26125141000,,50.968878,-1.19772,3.960396,0.196169,8.250825,0.368183,58.32834,0.129412,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.562921,2,1.640052,0.588919,36193,-0.6553,7.981875,0.752685,-24.205635,-0.422054,0.066063,3,14.121572,-0.078941,100300,-0.518971,42.813984,-1.29104,29.6774,-0.745017,25.706347,-0.009916,2.248649,0.139782,-0.417351,2,-0.304736,2,"Low"
809,26125141200,,68.632708,-1.9745,0,0.608952,0,1.030708,32.444203,-1.39527,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.738086,1,8.997955,-1.01476,18508,-1.3094,19.644181,-0.379853,-23.993072,-0.403901,-0.776978,1,15.2513,-0.176405,74800,-0.826497,17.041581,-2.48845,51.6609,-2.12637,-22.650228,-0.04033,3.145038,0.116056,-0.923666,1,-0.81291,1,"Very Low"
810,26125196800,,0.947867,1.002014,0,0.608952,3.396226,0.757998,90.790355,2.04156,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.358405,5,0,0.946375,151786,3.620043,4.929577,1.049096,-21.435425,-0.185472,1.357511,5,6.399483,0.587259,382800,2.887938,95.441989,1.154097,2.951115,0.93435,-8.000439,-0.031116,0.354684,0.189912,0.95374,5,1.223219,5,"Very High"
811,26125196900,,7.537155,0.712243,0,0.608952,9.677419,0.253631,85.065208,1.704325,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.19678,5,0.470219,0.843889,90833,1.365625,4.879417,1.053967,-22.926205,-0.312788,0.737673,5,5.411416,0.672501,220400,0.929418,69.514107,-0.050533,6.210647,0.729535,-7.392472,-0.030734,5.212251,0.061341,0.385255,4,0.773236,5,"Very High"
812,26125197100,,4.743083,0.835115,0,0.608952,4.273504,0.687554,81.151832,1.473811,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.243392,5,0,0.946375,96250,1.565979,10.329861,0.524669,-21.460775,-0.187637,0.712347,5,5.148741,0.695162,223200,0.963185,94.6924,1.119271,5.75406,0.758225,-4.916338,-0.029176,1.982554,0.146825,0.608915,5,0.854885,5,"Very High"
813,26125197200,,2.962206,0.913431,0,0.608952,23.529412,-0.858656,74.959083,1.109032,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,0.981582,5,0,0.946375,103380,1.82969,8.942203,0.659426,-21.393503,-0.181892,0.8134,5,4.488189,0.75215,224500,0.978863,97.938994,1.27011,3.593145,0.894008,6.989658,-0.021688,0.366197,0.189607,0.677175,5,0.824052,5,"Very High"
814,26125197300,,11.171171,0.552433,9.74359,-0.406599,3.076923,0.783637,62.921348,0.399959,67.077672,0.278082,41.772779,0.278082,0.284678,49.114154,0.023348,0.273648,4,2.736052,0.350042,63923,0.370327,6.052825,0.940017,-22.027193,-0.23601,0.356094,4,6.986028,0.536656,165100,0.262508,75.912017,0.246719,7.982937,0.618172,-1.219848,-0.026851,0.901481,0.175439,0.302107,4,0.310616,4,"High"
815,26125197400,,48.167539,-1.07452,0,0.608952,10.416667,0.194271,48.793935,-0.432204,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,0.62783,4,3.661088,0.148427,30833,-0.853546,19.667319,-0.3821,-21.441633,-0.186002,-0.318305,2,9.03901,0.359541,94000,-0.594948,54.1841,-0.762777,33.1316,-0.962065,-0.67121,-0.026506,12.248062,-0.124885,-0.35194,2,-0.014138,3,"Moderate"
816,26125197600,,0,1.043697,0,0.608952,0,1.030708,84.657913,1.680333,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.351715,5,1.16649,0.692134,48942,-0.183763,12.420886,0.321608,-20.852324,-0.135674,0.173576,3,12.685185,0.044979,135000,-0.100494,38.918346,-1.47204,5.076679,0.800789,23.278603,-0.011443,5.565118,0.052001,-0.114368,2,0.470308,4,"High"
817,26125197701,,6.768351,0.746052,0,0.608952,20.47619,-0.613488,88.710733,1.919061,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.108413,5,5.764146,-0.309942,68702,0.547084,8.093995,0.741797,-23.809486,-0.388222,0.147679,3,18.456231,-0.452901,264900,1.466081,29.561079,-1.90678,4.553903,0.833638,87.689491,0.029068,0,0,-0.005149,2,0.416981,4,"High"
818,26125197702,,0,1.043697,0,0,0,0,90.160183,2.00444,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.163778,5,0,0.946375,64327,0.385269,8.740895,0.678975,-21.454819,-0.187128,0.455873,4,25.211506,-1.03569,164600,0.256478,19.343891,-2.38148,3.919308,0.873513,-42.094305,-0.052559,0.709699,0.180516,-0.35987,2,0.419927,4,"High"
819,26125198000,,4.771178,0.833879,0,0.608952,5.291005,0.605851,80.514208,1.436252,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.226178,5,0.762066,0.78028,91375,1.385671,5.958132,0.949212,-21.119929,-0.158528,0.739159,5,2.798354,0.897935,210000,0.803995,95.596952,1.161297,3.665521,0.88946,13.091825,-0.01785,0.378237,0.189289,0.654021,5,0.873119,5,"Very High"
820,26125198100,,17.741935,0.263476,0,0.608952,5.982906,0.550293,53.864504,-0.133526,67.077672,0.278082,41.772779,0.278082,0.284678,49.114154,0.023348,0.2679,4,3.120567,0.266236,22237,-1.17148,11.352886,0.425323,-20.881518,-0.138167,-0.154522,2,6.930693,0.54143,145400,0.024929,21.205674,-2.29498,16.8343,0.061989,-4.39954,-0.028851,1.196649,0.167627,-0.254643,2,-0.047088,2,"Low"
