OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
135,26163503500,Census Tract 5035,80.468227,9.247312,24.301075,35.305623,40.392939,13.108205,80.048737,20.016273,21215,31.753846,-21.83587,33.567568,69100,50.203417,57.9763,-38.85126,-1.292596,Very Low
136,26163503600,Census Tract 5036,31.861804,12.169312,7.936508,32.328767,40.392939,13.108205,80.048737,17.356688,32500,30.053191,-28.321445,26.29108,63900,53.821656,33.4055,-41.371862,-0.982329,Very Low
137,26163503900,Census Tract 5039,20.260223,6.435644,29.70297,31.703911,40.392939,13.108205,80.048737,17.142857,30370,41.632983,-26.868627,29.054054,49400,57.02381,25.504,-46.882604,-1.086985,Very Low
138,26163504000,Census Tract 5040,69.263158,0,35.164835,50.42333,40.392939,13.108205,80.048737,13.026052,41169,30.893119,-20.726022,25.744048,91100,67.735471,34.7356,-41.44662,-0.849255,Very Low
139,26163504100,Census Tract 5041,92.069892,0,0,32.145886,40.392939,13.108205,80.048737,13.94958,14865,29.753086,-24.577136,39.223698,65900,46.218487,71.2253,-43.096519,-1.209391,Very Low
140,26163504300,Census Tract 5043,42.770475,11.944444,21.944444,30.698529,40.392939,13.108205,80.048737,9.489917,28750,25.260417,-27.732298,34.651163,64200,60.260973,38.1419,-34.994364,-0.929081,Very Low
141,26163504400,Census Tract 5044,79.331942,0,0,35.299219,40.392939,13.108205,80.048737,10.4811,24268,37.460815,-26.169623,50.968829,83200,50.343643,39.9891,-47.130773,-1.061096,Very Low
142,26163504700,Census Tract 5047,64.43299,11.111111,0,38.864943,40.392939,13.108205,80.048737,13.439636,26500,14.612452,-24.690969,31.937984,56500,59.225513,42.6642,-38.733743,-0.838033,Very Low
143,26163504800,Census Tract 5048,64.142539,34.636872,26.815642,22.493573,40.392939,13.108205,80.048737,15.36643,14929,63.703704,-26.464338,26.434783,61000,28.368794,58.1474,-62.618423,-1.693861,Very Low
144,26163505000,Census Tract 5050,38.926174,12.92517,69.387755,35.785007,40.392939,13.108205,80.048737,18.329466,21917,56.119403,-26.927006,33.487654,61500,60.556845,35.2453,-36.740953,-1.519756,Very Low
145,26163505100,Census Tract 5051,70.079636,0,34.666667,33.038211,40.392939,13.108205,80.048737,6.038048,27177,31.538462,-26.586421,27.30006,75500,53.515302,44.4611,-14.679502,-0.939912,Very Low
146,26163505200,Census Tract 5052,53.019608,13.350785,17.539267,34.304933,40.392939,13.108205,80.048737,15.689382,32927,31.105711,-26.725457,23.561478,78600,52.931854,36.8908,-25.318786,-1.012398,Very Low
147,26163505400,Census Tract 5054,59.803922,8.064516,37.096774,31,40.392939,13.108205,80.048737,12.961012,23065,35.807504,-31.213107,31.775701,56200,42.149631,49.764,-49.592415,-1.273659,Very Low
148,26163505500,Census Tract 5055,57.85124,0,9.90099,23.076923,40.392939,13.108205,80.048737,13.833992,21875,29.552716,-24.972472,22.748092,45800,58.695652,47.7459,-30.231036,-1.017966,Very Low
149,26163506200,Census Tract 5062,70.740103,10.465116,22.093023,41.376381,40.392939,13.108205,80.048737,10.863095,20500,39.820743,-26.241801,29.559748,68600,58.035714,51.3948,-21.584066,-1.140022,Very Low
150,26163506300,Census Tract 5063,57.142857,10.952381,22.857143,40.825397,40.392939,13.108205,80.048737,8.5,32115,34.863195,-24.540142,26.062847,60600,65.25,35.1559,-31.424872,-0.88751,Very Low
151,26163506500,Census Tract 5065,55.483871,0,8.333333,35.601764,40.392939,13.108205,80.048737,16.829268,22298,20.735444,-24.392254,26.785714,72700,52.073171,39.7357,-27.226921,-0.898234,Very Low
152,26163985100,Census Tract 9851,0,0,0,91.549296,43.153619,26.496883,88.2494,0,10833,48.648649,-24.617294,49.315068,0,47.297297,52.7027,135.397387,-0.761795,Very Low
153,26163985200,Census Tract 9852,0,0,0,0,40.392939,13.108205,80.048737,0,0,0,-25.504416,0,0,0,0,-99.60058,-0.322127,Low
154,26163985300,Census Tract 9853,0,0,0,0,40.392939,13.108205,80.048737,0,0,0,-22.550612,0,0,0,0,-91.89762,-1.972145,Very Low
155,26163506600,Census Tract 5066,82.538071,14.828897,33.840304,35.150115,40.392939,13.108205,80.048737,8.688097,22560,42.837929,-26.802289,25.741935,62200,73.153779,53.3112,-23.100473,-1.173951,Very Low
156,26163506700,Census Tract 5067,40.778689,6.382979,15.957447,47.249191,40.392939,13.108205,80.048737,8.964143,40333,38.866397,-25.356508,12.237762,66200,62.350598,31.3789,-22.190162,-0.749324,Very Low
157,26163506800,Census Tract 5068,45.53719,9.287257,18.790497,49.544702,40.392939,13.108205,80.048737,9.277031,29503,38.746146,-25.498359,13.311148,80600,55.214331,30.2704,-14.671108,-0.804353,Very Low
158,26163506900,Census Tract 5069,29.429735,6.153846,29.74359,45.778411,40.392939,13.108205,80.048737,7.675112,35935,29.393939,-25.747133,20.638675,66600,70.417288,23.0188,-18.519071,-0.664621,Very Low
159,26163507100,Census Tract 5071,48.637317,16.470588,32.941176,42.105263,40.392939,13.108205,80.048737,9.933142,24525,31.345178,-22.086869,24.458874,55600,60.744986,38.4892,-24.039107,-0.952593,Very Low
160,26163507200,Census Tract 5072,54.310345,26.229508,26.229508,44.490358,40.392939,13.108205,80.048737,12.218045,16351,43.364929,-22.377452,40.888889,52300,68.796992,41.7848,-29.716091,-1.244824,Very Low
161,26163507300,Census Tract 5073,57.318741,24.064171,13.903743,34.365694,40.392939,13.108205,80.048737,9.548255,32800,31.025641,-21.676575,33.196159,48400,68.583162,38.4116,-31.249721,-0.942186,Very Low
162,26163507400,Census Tract 5074,33.273056,37.238494,32.635983,35.032812,40.392939,13.108205,80.048737,5.910853,27679,26.491228,-25.887155,20.980092,51000,58.333333,31.5551,-24.67342,-0.91542,Very Low
163,26163507800,Census Tract 5078,58.79397,0,65.625,14.004376,40.392939,13.108205,80.048737,9.219858,17500,36.097561,-21.910988,44.268775,43200,59.574468,50.5865,-46.762254,-1.325595,Very Low
164,26163507900,Census Tract 5079,69.949495,4.964539,11.820331,42.838542,40.392939,13.108205,80.048737,13.188073,21210,40.115025,-21.639334,44.316731,78900,43.692661,51.442,-55.370403,-1.164106,Very Low
165,26163508000,Census Tract 5080,93.925234,0,0,27.055306,40.392939,13.108205,80.048737,12.915851,13555,50.4,-24.925827,43.410853,24000,20.547945,72.8171,-46.907523,-1.488508,Very Low
166,26163508100,Census Tract 5081,65.957447,16.568047,8.284024,35.855263,40.392939,13.108205,80.048737,12.679162,22839,37.310606,-31.212179,40.407359,44000,39.69129,49.2026,-50.326722,-1.277639,Very Low
167,26163510400,Census Tract 5104,100,0,0,34.142857,40.392939,13.108205,80.048737,13.218391,14623,32.781457,-23.280154,52.393981,29700,79.885057,51.8135,-63.345985,-1.150608,Very Low
168,26163510600,Census Tract 5106,66.744731,21.993127,9.965636,35.248042,40.392939,13.108205,80.048737,7.259953,28566,28.516624,-26.165863,22.080292,55600,66.198283,53.8135,11.974843,-0.918748,Very Low
169,26163510700,Census Tract 5107,50.26643,10.638298,20.212766,18.872017,40.392939,13.108205,80.048737,22.902494,28898,18.89881,-24.765325,32.671756,34700,49.206349,43.1659,-4.338136,-1.201253,Very Low
170,26163511000,Census Tract 5110,47.344111,0,3.463203,30.359356,40.392939,13.108205,80.048737,20.424403,26361,33.463035,-24.331702,31.141553,32600,55.172414,32.7437,-52.81079,-1.064839,Very Low
171,26163511200,Census Tract 5112,59.174312,0,0,34.651899,40.392939,13.108205,80.048737,12.871287,17959,26.793249,-23.007907,48.66582,51600,46.287129,33.5837,-34.113757,-0.983807,Very Low
172,26163511400,Census Tract 5114,29.876977,13.548387,13.548387,49.345182,40.392939,13.108205,80.048737,6.411324,25956,32.022084,-22.015758,32.94249,51700,54.787677,25.8269,-32.577873,-0.771499,Very Low
173,26163511900,Census Tract 5119,61.655172,8.230453,14.403292,39.950577,40.392939,13.108205,80.048737,17.261905,12816,49.171271,-22.953073,35.260116,62500,42.857143,61.1439,-33.239362,-1.389126,Very Low
174,26163512100,Census Tract 5121,62.284197,15.966387,9.243697,41.796469,40.392939,13.108205,80.048737,12.478485,22941,24.962406,-25.6756,33.751425,72700,47.160069,41.5083,-32.570571,-0.990326,Very Low
175,26163512200,Census Tract 5122,92.48927,0,20.348837,48.283262,40.392939,13.108205,80.048737,27.207637,11183,50.609756,-26.343639,14.837398,45000,23.627685,77.027,-24.313241,-1.628232,Very Low
176,26163512400,Census Tract 5124,82.547993,19.047619,42.063492,22.980063,40.392939,13.108205,80.048737,13.453815,20833,33.495146,-25.520887,36.882129,28800,53.012048,58.5475,-41.766644,-1.417061,Very Low
177,26163512600,Census Tract 5126,60.615385,16.551724,0.689655,33.808554,40.392939,13.108205,80.048737,12.060302,13867,32.178218,-47.10182,38.894575,49100,54.103853,44.8894,-35.736961,-1.253783,Very Low
178,26163512900,Census Tract 5129,69.811321,14.141414,9.090909,29.974811,40.392939,13.108205,80.048737,10.631741,25298,24.96749,-54.625562,42.768959,60100,37.750385,47.0588,-45.38776,-1.30634,Very Low
179,26163513300,Census Tract 5133,57.451923,0.925926,1.851852,63.512545,40.392939,13.108205,80.048737,16.242038,33462,17.585848,-55.190974,15.363881,90100,57.537155,36.9521,-18.550508,-0.858863,Very Low
180,26163513600,Census Tract 5136,55.108359,50.617284,0,37.513172,40.392939,13.108205,80.048737,1.616162,13897,12.048193,-25.626975,46.831364,57200,44.040404,54.6335,-45.373499,-0.978639,Very Low
181,26163513700,Census Tract 5137,52.164731,13.851351,20.27027,47.59887,40.392939,13.108205,80.048737,9.362389,20922,29.490196,-25.984157,22.707424,76600,46.569814,38.6343,-0.166335,-0.923949,Very Low
182,26163513900,Census Tract 5139,51.017812,19.230769,0,32.108027,40.392939,13.108205,80.048737,21.512386,19056,25.651578,-25.149188,39.984351,48000,47.327249,41.4812,-46.806014,-1.199247,Very Low
183,26163514200,Census Tract 5142,34.126984,22.924901,7.509881,40.656064,40.392939,13.108205,80.048737,10.625536,20794,21.598478,-24.738291,28.007403,54300,52.613539,32.8072,-32.965285,-0.870422,Very Low
184,26163514300,Census Tract 5143,75.471698,32.231405,11.157025,26.770969,40.392939,13.108205,80.048737,11.584801,20610,29.442149,-24.495859,30.297158,33100,60.518999,40.7057,-27.329053,-1.147191,Very Low
185,26163514500,Census Tract 5145,27.407407,21.192053,29.139073,23.908524,40.392939,13.108205,80.048737,16.535433,34231,36.379019,-24.993501,21.362229,38500,46.456693,23.0937,-21.88518,-1.110505,Very Low
186,26163515200,Census Tract 5152,47.787611,0,0,39.218082,40.392939,13.108205,80.048737,1.345291,31125,20.716113,-25.894048,30.385016,45000,48.281016,30.9551,-39.873008,-0.553436,Low
187,26163515400,Census Tract 5154,18.709677,0,0,75.360577,40.392939,13.108205,80.048737,0.749064,65313,5.701754,-25.894048,28.609626,253000,63.857678,14.351,-17.607398,0.081627,Moderate
188,26163515600,Census Tract 5156,31.828442,0,68.70229,43.185299,40.392939,13.108205,80.048737,17.43295,22586,41.135972,-25.288652,43.199129,65400,32.375479,33.8509,-38.884792,-1.358918,Very Low
189,26163515700,Census Tract 5157,0,0,0,62.599469,40.392939,13.108205,80.048737,6.678009,26116,10.186263,-25.95073,24.502248,78300,22.373458,20.3281,-15.654045,-0.38765,Low
190,26163515900,Census Tract 5159,69.129288,0,29.585799,33.300199,40.392939,13.108205,80.048737,19.205298,22300,24.49298,-25.119643,34.490239,43500,54.966887,42.1694,-44.705726,-1.179328,Very Low
191,26163516100,Census Tract 5161,57.142857,0,18.75,39.514731,40.392939,13.108205,80.048737,16.502463,13963,56.790123,-25.312026,32.107023,22900,61.083744,54.3668,-47.483251,-1.369095,Very Low
192,26163516200,Census Tract 5162,67.54386,0,0,39,40.392939,13.108205,80.048737,5.849582,16827,36.363636,-25.312026,25.363825,44900,44.568245,42.6791,-52.471073,-0.888944,Very Low
193,26163516300,Census Tract 5163,0,0,0,25.067144,40.392939,13.108205,80.048737,14.457831,33558,46.742671,-25.37777,27.352298,22200,75.301205,20.0909,-38.153465,-0.894764,Very Low
194,26163516500,Census Tract 5165,1.851852,0,0,76.953511,40.392939,13.108205,80.048737,2.251185,40278,17.473436,-25.927161,21.41527,217000,15.876777,25.2804,-6.527634,-0.240863,Low
195,26163516600,Census Tract 5166,73.550725,7.831325,20.481928,48.055315,40.392939,13.108205,80.048737,9.332024,18824,27.044855,-25.37777,7.201459,64100,16.306483,51.5991,-9.871568,-0.965866,Very Low
196,26163516700,Census Tract 5167,64.562118,43.103448,49.137931,56.69413,40.392939,13.108205,80.048737,7.791279,21185,20.62966,-25.37777,9.155844,85400,11.722659,44.53,3.404785,-1.096034,Very Low
197,26163516900,Census Tract 5169,0,0,0,50.499119,40.392939,13.108205,80.048737,7.447578,19688,36.09375,-25.892846,8.893281,63800,25.090383,34.7738,-6.157878,-0.65278,Low
198,26163517000,Census Tract 5170,26.05042,0,0,77.048346,40.392939,13.108205,80.048737,0.476758,35728,12.527964,-25.892846,19.712919,126000,24.374255,25.8792,3.430496,-0.237645,Low
199,26163517100,Census Tract 5171,87.179487,0,0,58.947368,40.392939,13.108205,80.048737,6.197855,27917,11.526946,-26.250544,17.339901,53400,33.969011,27.601,-18.341723,-0.649669,Low
200,26163517200,Census Tract 5172,0,39.02439,0,46.054628,40.392939,13.108205,80.048737,1.648352,35962,22.488038,-26.250544,16.257669,0,0,28.266,-51.081521,-0.621355,Low
201,26163517500,Census Tract 5175,19.71831,11.607143,50.892857,46.640755,40.392939,13.108205,80.048737,6.616644,13565,22.049287,-23.362515,14.618521,0,0.95498,40.2695,-17.071673,-0.892013,Very Low
202,26163518000,Census Tract 5180,19.787986,0,3.448276,64.038973,40.392939,13.108205,80.048737,6.920762,14340,18.783069,-22.759652,23.011583,144400,10.631896,39.3233,19.180467,-0.594396,Low
203,26163518400,Census Tract 5184,32.075472,0,0,38.068182,40.392939,13.108205,80.048737,0,24861,38.823529,-24.972684,55.08982,9999,38.666667,33.6245,-57.867513,-0.855973,Very Low
204,26163518600,Census Tract 5186,67.46988,0,15.789474,35.403727,40.392939,13.108205,80.048737,7.395498,13598,11.85567,-25.312026,32.537961,55800,58.5209,52.3522,-47.384531,-0.863578,Very Low
205,26163518800,Census Tract 5188,52.083333,0,0,34.689922,40.392939,13.108205,80.048737,3.793103,30625,27.761194,-25.312026,42.913386,52900,60.344828,31.7734,-56.783869,-0.743997,Very Low
206,26163518900,Census Tract 5189,86.042065,5.027933,0,61.073059,40.392939,13.108205,80.048737,11.406844,12518,59.42029,-25.812673,5.508982,0,1.140684,68.3875,-2.618195,-1.241453,Very Low
207,26163520200,Census Tract 5202,74.561404,0,15.668203,81.85525,40.392939,13.108205,80.048737,3.694268,20942,19.557823,-20.785959,23.264907,114500,5.350318,43.0643,5.870288,-0.667916,Very Low
208,26163520400,Census Tract 5204,48.484848,3.157895,17.894737,56.289593,40.392939,13.108205,80.048737,4.288939,14781,26.141079,-23.45475,26.837325,90000,8.126411,46.1717,6.55449,-0.853299,Very Low
209,26163537700,Census Tract 5377,41.916859,0,9.0301,43.840132,40.392939,13.108205,80.048737,6.312548,32467,25.032175,-36.019732,23.722842,86600,56.735951,28.8286,-25.706346,-0.671162,Very Low
210,26163537800,Census Tract 5378,72.261735,10.638298,21.276596,46.217228,40.392939,13.108205,80.048737,3.851262,25063,27.858881,-34.61654,29.362101,39800,55.909695,52.3385,-29.038704,-0.966035,Very Low
211,26163538200,Census Tract 5382,14.662757,0,34.313725,91.884058,40.392939,13.108205,80.048737,0,77684,19.693301,-26.024822,8.877928,310600,94.316644,5.729167,-12.641832,0.185852,Moderate
212,26163538300,Census Tract 5383,59.102902,22,13,53.465347,40.392939,13.108205,80.048737,7.169118,24318,14.081633,-26.694811,45.6,191200,27.757353,35.3525,-38.305039,-0.822489,Very Low
213,26163538400,Census Tract 5384,6.284916,0,4.411765,89.355742,40.392939,13.108205,80.048737,1.518987,85417,11.722054,-26.612907,16.135881,191500,91.561181,3.187759,-15.381354,0.260376,Moderate
214,26163538500,Census Tract 5385,11.36572,8.521303,7.26817,59.385258,40.392939,13.108205,80.048737,7.558429,37341,21.660305,-24.800644,20.230067,108100,60.765788,8.986459,-15.244419,-0.380464,Low
215,26163538600,Census Tract 5386,25.121359,21.315789,36.578947,59.362906,40.392939,13.108205,80.048737,4.010152,44439,17.267843,-26.723478,6.590801,98900,79.847716,13.9926,-17.040472,-0.38554,Low
216,26163538800,Census Tract 5388,23.746702,10.429448,0,63.384321,40.392939,13.108205,80.048737,0,36745,20.215633,-35.46318,14.830508,86200,63.515755,15.2778,-15.562484,-0.327597,Low
217,26163538900,Census Tract 5389,34.194342,0,12.987013,67.101341,40.392939,13.108205,80.048737,8.034529,47500,17.027677,-26.888571,9.277108,89900,74.103586,17.6698,-4.215967,-0.302637,Low
218,26163539000,Census Tract 5390,30.778894,23.243243,11.351351,43.40252,40.392939,13.108205,80.048737,3.288889,41395,36.569149,-26.024822,19.064748,70300,73.777778,26.9455,-15.749999,-0.65379,Very Low
219,26163539200,Census Tract 5392,27.706792,0,0,49.482289,40.392939,13.108205,80.048737,4.023245,27885,19.085487,-17.277213,5.492184,83100,66.249441,22.4849,-10.041985,-0.245383,Low
220,26163539300,Census Tract 5393,21.393523,0,0,55.936764,40.392939,13.108205,80.048737,1.429544,45688,12.817484,-28.957714,11.185006,107300,81.892444,18.1394,-10.293396,-0.100797,Low
221,26163539400,Census Tract 5394,42.257598,0,0,53.082437,40.392939,13.108205,80.048737,4.074339,39591,27.858744,-36.026415,5.664194,105700,72.265904,30.6619,-12.237539,-0.437932,Low
222,26163539500,Census Tract 5395,71.223022,18.478261,11.231884,44.234317,40.392939,13.108205,80.048737,5.738994,33262,23.269962,-34.340809,7.692308,93200,68.474843,34.4588,-5.58832,-0.703043,Very Low
223,26163539700,Census Tract 5397,51.746725,0,16.666667,53.488372,40.392939,13.108205,80.048737,10.281385,33125,23.953975,-17.102502,5.230769,106600,67.532468,34.4316,-16.336809,-0.525702,Low
224,26163540100,Census Tract 5401,49.635796,0,39.473684,53.153587,40.392939,13.108205,80.048737,9.877551,32173,18.133686,-17.17762,19.986937,76600,66.612245,31.9149,-21.821256,-0.625552,Low
225,26163540200,Census Tract 5402,62.211982,0,5.084746,47.253886,40.392939,13.108205,80.048737,10.060976,26641,17.97197,-17.17762,25.581395,55000,66.158537,39.9827,-24.502022,-0.625082,Low
226,26163540300,Census Tract 5403,52.491961,13.249211,0,51.808973,40.392939,13.108205,80.048737,8.932039,35214,17.542707,-15.864427,11.155837,68300,65.436893,31.9653,-15.452878,-0.47287,Low
227,26163540500,Census Tract 5405,44.359756,0.328947,10.855263,57.63285,40.392939,13.108205,80.048737,7.735697,41250,24.171123,-19.029147,15.978334,77800,76.470588,24.7504,-17.647729,-0.419506,Low
228,26163540600,Census Tract 5406,31.921824,28.571429,19.727891,54.263566,40.392939,13.108205,80.048737,4.901961,45027,22.920892,-19.842668,18.4,83500,74.019608,22.4062,-21.281505,-0.512275,Low
229,26163540700,Census Tract 5407,47.433265,0,22.522523,63.894325,40.392939,13.108205,80.048737,10.188356,32396,14.767616,-15.505651,18.606272,61700,75.256849,34.5438,-24.953123,-0.483171,Low
